coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,Servicio Principal,Servicio,Context,Servicio principal de actualización financiera AMQ. Gestiona operaciones de actualización financiera,camelContext,Blueprint,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,,,,,,,,,,,,,Servicio principal actualización financiera AMQ. Contexto Camel para gestión de actualización,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,dataSource,Base Datos,DataSource,Configuración de conexión a SQL Server para actualización financiera AMQ,SQL Server,JDBC,,,,,net.sourceforge.jtds.jdbc.Driver,jdbc.sqlserver.url.amq.actualizacionfinanciera|jdbc.sqlserver.database.amq.actualizacionfinanciera|jdbc.sqlserver.username.amq.actualizacionfinanciera|jdbc.sqlserver.password.amq.actualizacionfinanciera|jdbc.sqlserver.timeBetweenEvictionRunsMillis.amq.actualizacionfinanciera|jdbc.sqlserver.numTestsPerEvictionRun.amq.actualizacionfinanciera|jdbc.sqlserver.minEvictableIdleTimeMillis.amq.actualizacionfinanciera|jdbc.sqlserver.maxActive.amq.actualizacionfinanciera,,,,,,,,,DataSource SQL Server actualización financiera AMQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,beanAMQ,Cola AMQ,Component,Configuración de ActiveMQ para actualización financiera AMQ,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ actualización financiera AMQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,endpointRSDocumento,Cliente Externo,Endpoint,Cliente externo para servicio de documentos,HTTP,REST,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,amq.actualizacion.wsdocumentos.endpoint,,,,,,,,,Cliente externo documentos. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,endpointRSFirmaTOC,Cliente Externo,Endpoint,Cliente externo para servicio de firma TOC,HTTP,REST,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,amq.actualizacion.cdig.wsfirmaTOC.endpoint,,,,,,,,,Cliente externo firma TOC. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,,,,,,,,,,,,,Bean utilidad actualización financiera AMQ. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,inicio-amq,Operación,Route,Operación para inicio AMQ. Ejecuta inicio de AMQ,beanAMQ:{{amq.actualizacionfinanciera.req}},AMQ,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,obtenerdatos|obtenerSolicitudAProcesar,,,,pa_selValidarEstadoProceso,,,,,Operación inicio AMQ. Inicio de AMQ,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,crearDocumento,Operación,Route,Operación para crear documento. Ejecuta creación de documento,direct:crearDocumento,HTTP,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,,,,,,,,,Operación crear documento. Creación de documento,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,servicioPersona-TraerDatosBasicos,Operación,Route,Operación para servicio persona. Ejecuta servicio de persona,direct:servicioPersona,AMQ,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,llamarTraerDatosBasicos|crearJMSCorrelationId24|responseServicioPersona,,,,colas.servicio.persona.in.temp,,,,,Operación servicio persona. Servicio de persona,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,generarPDF,Operación,Route,Operación para generar PDF. Ejecuta generación de PDF,direct:servicioDocumento,HTTP,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,generarPDFRequest|generarPDFResponse,,,,,,,,,Operación generar PDF. Generación de PDF,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,EstampaFirma,Operación,Route,Operación para estampa firma. Ejecuta estampa de firma,direct:servicioFirmaTOC,HTTP,,,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,obtenerDatosFirmarEstampa|obtenerPDFEstampado,,,,,,,,,Operación estampa firma. Estampa de firma,ALTA,
coopeuch-migracion-mqactualizacionfinanciera,servicio-amq-actualizacion-financiera,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones para actualización financiera AMQ. Escribe en cola fault,direct:excepcion,AMQ,,,cl.coopeuch.integracion.amq.actualizacionfinanciera.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores actualización financiera AMQ. Serializa a JSON,ALTA,ActiveMQ
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,Servicio Principal,Servicio,Context,Servicio principal de conector Sinacofi. Gestiona operaciones de conector Sinacofi,camelContext,Blueprint,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,,,,,Servicio principal conector Sinacofi. Contexto Camel para gestión de conector,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,protestoEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de protesto,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,protesto.sinacofi.url,,,,,,,,,Cliente externo protesto. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,bienesRaicesEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de bienes raíces,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,bienesraices.sinacofi.url,,,,,,,,,Cliente externo bienes raíces. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,dirPersonaEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de directorio persona,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,directoriopersona.sinacofi.url,,,,,,,,,Cliente externo directorio persona. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,direccionesEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de direcciones,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,direcciones.sinacofi.url,,,,,,,,,Cliente externo direcciones. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,sistFinancieroEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de sistema financiero,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,sistemafinanciero.sinacofi.url,,,,,,,,,Cliente externo sistema financiero. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,prendasEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de prendas,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,prendas.sinacofi.url,,,,,,,,,Cliente externo prendas. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,infrLaboralEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de infracción laboral,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,infraccionlaboral.sinacofi.url,,,,,,,,,Cliente externo infracción laboral. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,morosidadEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de morosidad,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,morosidad.sinacofi.url,,,,,,,,,Cliente externo morosidad. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,cedulaEndpoint,Cliente Externo,Endpoint,Cliente externo para servicio de cédula,HTTP,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,cedula.sinacofi.url,,,,,,,,,Cliente externo cédula. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,AMQ,Cola AMQ,Component,Configuración de ActiveMQ para conector Sinacofi,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ conector Sinacofi. Pool de conexiones,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,,,,,Bean utilidad conector Sinacofi. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,inicio-rest,Operación,Route,Operación REST para conector Sinacofi. Gestiona conector Sinacofi,cxfrs:bean:endpointRSConectorSinacofi,REST,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,Operación REST conector Sinacofi. Gestiona conector,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,ruteoOperaciones,Operación,Route,Operación para ruteo de operaciones. Ejecuta ruteo de operaciones,AMQ:{{amq.queue.sinacofi.req}},AMQ,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,Operación ruteo operaciones. Ruteo de operaciones,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta1estadoCedula,Operación,Route,Operación para consulta estado cédula. Ejecuta consulta de estado de cédula,direct:consulta1,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarCelulaRequest,,,,cedula.sinacofi.url,,,,,Operación consulta estado cédula. Consulta estado de cédula,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta2morosidad,Operación,Route,Operación para consulta morosidad. Ejecuta consulta de morosidad,direct:consulta2,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,morosidad.sinacofi.url,,,,,Operación consulta morosidad. Consulta de morosidad,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta7infraccionesLaborales,Operación,Route,Operación para consulta infracciones laborales. Ejecuta consulta de infracciones laborales,direct:consulta7,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,infraccionlaboral.sinacofi.url,,,,,Operación consulta infracciones laborales. Consulta de infracciones laborales,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta8prendas,Operación,Route,Operación para consulta prendas. Ejecuta consulta de prendas,direct:consulta8,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,prendas.sinacofi.url,,,,,Operación consulta prendas. Consulta de prendas,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta16sistemaFinanciero,Operación,Route,Operación para consulta sistema financiero. Ejecuta consulta de sistema financiero,direct:consulta16,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,sistemafinanciero.sinacofi.url,,,,,Operación consulta sistema financiero. Consulta de sistema financiero,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta18direccionesPersona,Operación,Route,Operación para consulta direcciones persona. Ejecuta consulta de direcciones persona,direct:consulta18,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,direcciones.sinacofi.url,,,,,Operación consulta direcciones persona. Consulta de direcciones persona,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta26directorioPersonas,Operación,Route,Operación para consulta directorio personas. Ejecuta consulta de directorio personas,direct:consulta26,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,directoriopersona.sinacofi.url,,,,,Operación consulta directorio personas. Consulta de directorio personas,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta32bienesRaices,Operación,Route,Operación para consulta bienes raíces. Ejecuta consulta de bienes raíces,direct:consulta32,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,bienesraices.sinacofi.url,,,,,Operación consulta bienes raíces. Consulta de bienes raíces,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,consulta82,Operación,Route,Operación para consulta protesto. Ejecuta consulta de protesto,direct:consulta82,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,consultarProtestoRequest,,,,protesto.sinacofi.url,,,,,Operación consulta protesto. Consulta de protesto,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,autenticarSinacofi_route,Operación,Route,Operación para autenticar Sinacofi. Ejecuta autenticación de Sinacofi,direct:authSinacofi,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,autenticarRequest,,,,servicio.sinacofi.autenticar.endpoint,,,,,Operación autenticar Sinacofi. Autenticación de Sinacofi,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,authCacheRoute,Operación,Route,Operación para autenticación cache. Ejecuta autenticación de cache,direct:authCache,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,Operación autenticación cache. Autenticación de cache,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,cronAuthDelCacheRoute,Operación,Route,Operación para cron autenticación cache. Ejecuta cron de autenticación de cache,quartz2://cacheTimer,Quartz,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,cron.auth.cache,,,,,Operación cron autenticación cache. Cron de autenticación de cache,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,authGetCacheRoute,Operación,Route,Operación para obtener cache autenticación. Ejecuta obtención de cache de autenticación,direct:authGetCache,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,Operación obtener cache autenticación. Obtención de cache de autenticación,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,authPutCacheRoute,Operación,Route,Operación para poner cache autenticación. Ejecuta puesta de cache de autenticación,direct:authPutCache,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,Operación poner cache autenticación. Puesta de cache de autenticación,ALTA,
coopeuch-migracion-mqconectorsinacofi,conector-sinacofi,authDelCacheRoute,Operación,Route,Operación para eliminar cache autenticación. Ejecuta eliminación de cache de autenticación,direct:authDelCache,HTTP,,,,,cl.coopeuch.util.transformacion.RouteFacade,,,,,,,,,Operación eliminar cache autenticación. Eliminación de cache de autenticación,ALTA,
coopeuch-migracion-mqnotificacioncredito-ci,servicio-MQNotificacionCredito,Servicio Principal,Servicio,Context,Servicio principal de notificación crédito MQ. Gestiona operaciones de notificación de crédito,camelContext,Blueprint,,,,,cl.coopeuch.integracion.entidad.servicioMQNotificacionCredito.util.RouteFacade,,,,,,,,,,,,,Servicio principal notificación crédito MQ. Contexto Camel para gestión de notificación,ALTA,
coopeuch-migracion-mqnotificacioncredito-ci,servicio-MQNotificacionCredito,beanAMQ,Cola AMQ,Component,Configuración de ActiveMQ para notificación crédito MQ,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ notificación crédito MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqnotificacioncredito-ci,servicio-MQNotificacionCredito,websphereConnectionFactory,Cola IBM MQ,Component,Configuración de IBM MQ para notificación crédito MQ,IBM MQ,JMS,,,,,com.ibm.mq.jms.MQConnectionFactory,ibm.mq.host|ibm.mq.port|ibm.qm.name|ibm.qm.channel|ibm.mq.concurrentConsumers,,,,,,,,,Componente IBM MQ notificación crédito MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqnotificacioncredito-ci,servicio-MQNotificacionCredito,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.integracion.entidad.servicioMQNotificacionCredito.util.RouteFacade,,,,,,,,,,,,,Bean utilidad notificación crédito MQ. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqnotificacioncredito-ci,servicio-MQNotificacionCredito,notificacionCurseCredito,Operación,Route,Operación para notificación curse crédito. Ejecuta notificación de curse de crédito,websphere:queue:{{ibm.queue.notificacioncursecredito.in}},IBM MQ,,,,,cl.coopeuch.integracion.entidad.servicioMQNotificacionCredito.util.RouteFacade,enviaMensajeSNS,,,,,,,,,Operación notificación curse crédito. Notificación de curse de crédito,ALTA,
coopeuch-migracion-mqnotificacionsolicitud-ci,MQNotificacionSolicitud,Servicio Principal,Servicio,Context,Servicio principal de notificación solicitud MQ. Gestiona operaciones de notificación de solicitud,camelContext,Blueprint,,,,,cl.coopeuch.solicitud.notificacion.utils.RouteFacade,,,,,,,,,,,,,Servicio principal notificación solicitud MQ. Contexto Camel para gestión de notificación,ALTA,
coopeuch-migracion-mqnotificacionsolicitud-ci,MQNotificacionSolicitud,beanAMQ,Cola AMQ,Component,Configuración de ActiveMQ para notificación solicitud MQ,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ notificación solicitud MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqnotificacionsolicitud-ci,MQNotificacionSolicitud,websphereConnectionFactory,Cola IBM MQ,Component,Configuración de IBM MQ para notificación solicitud MQ,IBM MQ,JMS,,,,,com.ibm.mq.jms.MQConnectionFactory,ibm.mq.host|ibm.mq.port|ibm.qm.name|ibm.qm.channel|ibm.mq.concurrentConsumers,,,,,,,,,Componente IBM MQ notificación solicitud MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqnotificacionsolicitud-ci,MQNotificacionSolicitud,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.solicitud.notificacion.utils.RouteFacade,,,,,,,,,,,,,Bean utilidad notificación solicitud MQ. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqnotificacionsolicitud-ci,MQNotificacionSolicitud,ingresoSolicitud,Operación,Route,Operación para ingreso solicitud. Ejecuta ingreso de solicitud,websphere:queue:{{ibm.queue.solicitud.in}},IBM MQ,,,,,cl.coopeuch.solicitud.notificacion.utils.RouteFacade,transformarJson|insertarSNS,,,,,,,,,Operación ingreso solicitud. Ingreso de solicitud,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,Servicio Principal,Servicio,Context,Servicio principal de notificación TEFLIFA MQ. Gestiona operaciones de notificación de TEFLIFA,camelContext,Blueprint,,,,,cl.coopeuch.integracion.mqnotificacionteflifa.util.RouteFacade,,,,,,,,,,,,,Servicio principal notificación TEFLIFA MQ. Contexto Camel para gestión de notificación,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,beanAMQ,Cola AMQ,Component,Configuración de ActiveMQ para notificación TEFLIFA MQ,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ notificación TEFLIFA MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,websphereConnectionFactory,Cola IBM MQ,Component,Configuración de IBM MQ para notificación TEFLIFA MQ,IBM MQ,JMS,,,,,com.ibm.mq.jms.MQConnectionFactory,ibm.mq.host|ibm.mq.port|ibm.qm.name|ibm.qm.channel|ibm.mq.concurrentConsumers,,,,,,,,,Componente IBM MQ notificación TEFLIFA MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.integracion.mqnotificacionteflifa.util.RouteFacade,,,,,,,,,,,,,Bean utilidad notificación TEFLIFA MQ. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,MQ-Inicio,Operación,Route,Operación para inicio MQ. Ejecuta inicio de MQ,websphere:queue:{{amq.queue.notificacion}},IBM MQ,,,,,cl.coopeuch.integracion.mqnotificacionteflifa.util.RouteFacade,,,,,,,,,Operación inicio MQ. Inicio de MQ,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,notificacion,Operación,Route,Operación para notificación. Ejecuta notificación,direct:notificacion,HTTP,,,,,cl.coopeuch.integracion.mqnotificacionteflifa.util.RouteFacade,transformDecimales|enviaMensajeSNS,,,,,,,,,Operación notificación. Notificación,ALTA,
coopeuch-migracion-mqnotificacionteflifa-ci,MQNotificacionTEFLIFA,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones para notificación TEFLIFA MQ. Escribe en cola fault,direct:excepcion,AMQ,,,cl.coopeuch.integracion.mqnotificacionteflifa.util.RouteFacade,excepcionAmq|excepcionCrear,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores notificación TEFLIFA MQ. Serializa a JSON,ALTA,ActiveMQ
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,Servicio Principal,Servicio,Context,Servicio principal de registrar simulación big data MQ. Gestiona operaciones de registrar simulación big data,camelContext,Blueprint,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,,,,,,,,,,,,,Servicio principal registrar simulación big data MQ. Contexto Camel para gestión de registrar simulación,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,AMQ,Cola AMQ,Component,Configuración de ActiveMQ para registrar simulación big data MQ,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ registrar simulación big data MQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,restBigDataCrearLog,Cliente Externo,Endpoint,Cliente externo para servicio de crear log big data,HTTP,REST,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,bigdata.op.crearlog,,,,,,,,,Cliente externo crear log big data. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,restBigDataSimular,Cliente Externo,Endpoint,Cliente externo para servicio de simular big data,HTTP,REST,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,bigdata.op.simular,,,,,,,,,Cliente externo simular big data. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,restBigDataUpdateLog,Cliente Externo,Endpoint,Cliente externo para servicio de actualizar log big data,HTTP,REST,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,bigdata.op.updatelog,,,,,,,,,Cliente externo actualizar log big data. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,restBigDataAceptado,Cliente Externo,Endpoint,Cliente externo para servicio de aceptado big data,HTTP,REST,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,bigdata.op.aceptado,,,,,,,,,Cliente externo aceptado big data. Conecta con servicio externo,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,,,,,,,,,,,,,Bean utilidad registrar simulación big data MQ. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,cxf-inicio,Operación,Route,Operación para inicio CXF. Ejecuta inicio de CXF,AMQ:{{amq.queue.simulaciones}},AMQ,,,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,xmlToJsonCrearLog|xmlToJsonSimularPublico|xmlToJsonSimularPrivado|xmlToJsonActualizarEstadoLog,,,,,,,,,Operación inicio CXF. Inicio de CXF,ALTA,
coopeuch-migracion-mqregistrarsimulacionbigdata-ci,servicio-MQRegistrarSimulacionBigData,excepcion,Manejo Errores,Route,Manejo centralizado de excepciones para registrar simulación big data MQ. Escribe en cola fault,direct:excepcion,AMQ,,,cl.coopeuch.integracion.microservicio.bigdata.util.RouteFacade,excepcionAmq,,800,,,,ActiveMQ|{{amq.queue.fault}}|exchangePattern=InOnly,,,,,JSON marshaling,Handler central de errores registrar simulación big data MQ. Serializa a JSON,ALTA,ActiveMQ
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,Servicio Principal,Servicio,Context,Servicio principal de ticket documento AMQ. Gestiona operaciones de ticket de documento,camelContext,Blueprint,,,,,cl.coopeuch.integracion.ticketdocumento.util.RouteFacade,,,,,,,,,,,,,Servicio principal ticket documento AMQ. Contexto Camel para gestión de ticket,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,endpointAMQTicketDocumento,Endpoint SOAP,Endpoint,Endpoint SOAP para servicio de ticket documento AMQ,/AMQTicketDocumento,SOAP,etc/wsdl/AMQTicketDocumento.wsdl,cl.coopeuch.integracion.ticketdocumento.wsdl.AMQTicketDocumentoSOAPPortType,,,,,,,,,,,,,Endpoint SOAP ticket documento AMQ. Expone operaciones de ticket,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,beanAMQ,Cola AMQ,Component,Configuración de ActiveMQ para ticket documento AMQ,ActiveMQ,JMS,,,,,org.apache.activemq.camel.component.ActiveMQComponent,amq.broker.url|amq.username|amq.password|usePooledConnection,,,,,,,,,Componente ActiveMQ ticket documento AMQ. Pool de conexiones,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,beanRouteFacade,Utilidad,Bean,Bean de utilidad para transformaciones y lógica de negocio,Bean,Java,,,,,cl.coopeuch.integracion.ticketdocumento.util.RouteFacade,,,,,,,,,,,,,Bean utilidad ticket documento AMQ. Transformaciones y lógica,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,inicio-soap,Operación,Route,Operación SOAP para ticket documento AMQ. Proxy directo,cxf:bean:endpointAMQTicketDocumento,SOAP,,,,,cl.coopeuch.integracion.ticketdocumento.util.RouteFacade,,,,,,,,,Operación SOAP ticket documento AMQ. Proxy directo,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,inicio-amq,Operación,Route,Operación AMQ para ticket documento AMQ. Proxy directo,beanAMQ:{{amq.ticketdocumento.req}},AMQ,,,,,cl.coopeuch.integracion.ticketdocumento.util.RouteFacade,,,,,,,,,Operación AMQ ticket documento AMQ. Proxy directo,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,cxf-inicio,Operación,Route,Operación CXF para ticket documento AMQ. Proxy directo,direct:cxf-inicio,HTTP,,,,,cl.coopeuch.integracion.ticketdocumento.util.RouteFacade,,,,,,,,,Operación CXF ticket documento AMQ. Proxy directo,ALTA,
coopeuch-migracion-mqticketdocumento,servicio-amqticket-documento,crear,Operación,Route,Operación para crear ticket documento. Ejecuta creación de ticket documento,direct:crear,HTTP,,,,,cl.coopeuch.integracion.ticketdocumento.util.RouteFacade,beanBuscoDocsS3|beanGuardarArchivo,,,,,,,,,Operación crear ticket documento. Creación de ticket documento,ALTA,
